Event_ID,V_rms_pu,V_peak_pu,Crest_Factor,THD_percent,Duration_ms,Dominant_Freq_Hz,Freq_Hz,SNR_dB,Label
PQ_07508,0.4983,1.0194,2.046,4.45,106.2,50,49.995,35.13,Sag
PQ_07509,0.7074,1.0054,1.421,0.043,0,50,49.988,50.73,Normal
PQ_07510,0.7074,1.151,1.627,0.337,5,50,49.979,36.18,Transient
PQ_07511,0.7088,1.038,1.464,7.214,0,50,50.027,54.26,Harmonics
PQ_07512,0.6424,1.0016,1.559,0.671,101.5,50,49.992,53.8,Sag
PQ_07513,0.709,1.0138,1.43,0.12,0,50,49.988,42.77,Normal
PQ_07514,0.7083,1.4087,1.989,0.186,5,50,49.998,46.75,Transient
PQ_07515,0.7103,1.0193,1.435,0.123,0,50,49.986,43.35,Normal
PQ_07516,0.7174,1.0292,1.435,0.185,0,50,50.009,39.62,Normal
PQ_07517,0.8061,1.1887,1.475,0.155,158.2,50,50.021,42.88,Swell
PQ_07518,0.7093,1.0764,1.517,8.252,0,50,50.021,53.27,Harmonics
PQ_07519,0.7171,1.0281,1.434,0.116,0,50,49.993,41.73,Normal
PQ_07520,0.7165,1.0353,1.445,0.171,0,50,49.985,38.14,Normal
PQ_07521,0.9518,1.4755,1.55,0.846,142,50,49.997,51.72,Swell
PQ_07522,0.6415,1.0073,1.57,3.621,47,50,49.993,45.71,Sag
PQ_07523,0.6381,1.0137,1.589,2.017,37.6,50,49.994,38.47,Interruption
PQ_07524,0.7146,1.6909,2.366,2.163,5,50,50.008,46.62,Transient
PQ_07525,0.7081,1.0555,1.491,5.54,0,50,50.001,53.6,Harmonics
PQ_07526,0.7096,1.1084,1.562,8.087,0,50,50.002,37.86,Harmonics
PQ_07527,0.7055,1.0322,1.463,0.271,0,50,50.035,35.82,Normal
PQ_07528,0.711,1.0326,1.452,0.076,0,50,50.011,43.44,Flicker
PQ_07529,0.7097,1.1165,1.573,8.689,0,50,50.009,48.18,Harmonics
PQ_07530,0.7053,1.0038,1.423,0.061,0,50,50.013,49.04,Normal
PQ_07531,0.7098,1.0447,1.472,8.929,0,50,50.01,48.03,Harmonics
PQ_07532,0.6064,1.0031,1.654,7.121,53.9,50,50.04,54.78,Sag
PQ_07533,0.9058,1.521,1.679,1.641,102.1,50,50.02,38.65,Swell
PQ_07534,0.8155,1.4629,1.794,0.865,56.8,50,50.014,44.4,Swell
PQ_07535,0.7081,1.0606,1.498,0.167,0,50,49.977,37,Flicker
PQ_07536,0.7268,1.0456,1.439,0.162,0,50,49.99,39.35,Normal
PQ_07537,0.656,1.0102,1.54,1.125,28.9,50,49.993,43.05,Sag
PQ_07538,0.706,1.0189,1.443,0.143,0,50,49.931,38.07,Normal
PQ_07539,0.702,1.004,1.43,0.133,0,50,50.022,41.4,Normal
PQ_07540,0.5463,1.0161,1.86,6.012,90.9,50,50.005,38.38,Sag
PQ_07541,0.7128,1.0258,1.439,0.139,0,50,49.995,40.61,Normal
PQ_07542,0.7097,1.0344,1.457,8.19,0,50,49.998,36.43,Harmonics
PQ_07543,0.7701,1.3181,1.712,1.734,51.5,50,50.023,45.01,Swell
PQ_07544,0.7077,1.0311,1.457,3.786,0,50,50.017,38.37,Harmonics
PQ_07545,0.7106,1.0163,1.43,9.317,0,50,49.989,40.73,Harmonics
PQ_07546,0.6996,0.9969,1.425,0.076,0,50,50.016,45.9,Normal
PQ_07547,0.7093,1.5277,2.154,0.58,5,50,49.991,53.93,Transient
PQ_07548,0.705,0.9995,1.418,0.029,0,50,49.998,53.94,Normal
PQ_07549,0.505,1.0189,2.018,4.091,103.5,50,50.01,37.56,Sag
PQ_07550,0.7082,1.0568,1.492,5.362,0,50,49.992,48.1,Harmonics
PQ_07551,0.4951,1.001,2.022,3.112,132.7,50,50.012,53.33,Sag
PQ_07552,0.7081,1.0233,1.445,5.634,0,50,50.004,43.12,Harmonics
PQ_07553,0.7057,1.0109,1.432,0.133,0,50,49.992,41.24,Normal
PQ_07554,0.7378,1.1428,1.549,0.29,57.4,50,50.02,54.4,Swell
PQ_07555,0.546,1.0025,1.836,6.586,85.4,50,50.027,54.1,Sag
PQ_07556,0.5267,1.0018,1.902,2.411,101.2,50,50.033,48.31,Sag
PQ_07557,0.71,1.0105,1.423,0.06,0,50,50.02,47.39,Normal
PQ_07558,0.7176,1.039,1.448,0.139,0,50,50.02,37.31,Flicker
PQ_07559,0.7073,1.1676,1.651,0.186,5,50,49.978,49.27,Transient
PQ_07560,0.6998,0.9989,1.427,0.046,0,50,50.001,48.17,Normal
PQ_07561,0.7694,1.2227,1.589,0.472,89.9,50,49.978,35.39,Swell
PQ_07562,0.7077,1.0245,1.448,0.03,0,50,50.007,53.39,Flicker
PQ_07563,0.7095,1.29,1.818,0.519,5,50,49.999,51.44,Transient
PQ_07564,0.6619,1.0073,1.522,0.646,46,50,50.033,45.71,Sag
PQ_07565,0.708,1.0052,1.42,0.654,0,50,49.981,49.6,Notch
PQ_07566,0.7269,1.0321,1.42,0.036,0,50,50.023,52.64,Normal
PQ_07567,0.7036,1.0011,1.423,0.041,0,50,49.99,49.53,Normal
PQ_07568,0.7077,1.734,2.45,5.646,5,50,50.023,39.03,Transient
PQ_07569,0.7971,1.3638,1.711,1.392,62.8,50,50.024,42.35,Swell
PQ_07570,0.7114,1.0336,1.453,0.215,0,50,49.977,37.64,Normal
PQ_07571,0.7081,1.0482,1.48,4.959,0,50,49.972,45.46,Harmonics
PQ_07572,0.7072,1.0157,1.436,0.024,0,50,49.981,52.53,Flicker
PQ_07573,0.2893,1.0004,3.459,15.624,164.1,50,50.031,53.69,Interruption
PQ_07574,0.4748,1.0089,2.125,3.377,133.4,50,49.957,43.57,Sag
PQ_07575,0.3436,1.0048,2.924,5.516,156,50,50.015,40.23,Sag
PQ_07576,0.7095,1.0218,1.44,0.148,0,50,50.057,40.69,Normal
PQ_07577,0.7094,1.0172,1.434,4.114,0,50,49.986,38.85,Notch
PQ_07578,0.7077,1.0792,1.525,2.858,5,50,50.003,39.8,Transient
PQ_07579,0.6361,1.0173,1.599,2.866,38,50,49.982,36.35,Interruption
PQ_07580,0.6324,1.0046,1.589,0.393,134.8,50,49.979,50.81,Sag
PQ_07581,0.6459,1.0038,1.554,1.712,54.2,50,49.952,49.87,Sag
PQ_07582,0.7111,1.0245,1.441,3.483,0,50,49.994,36.44,Notch
PQ_07583,0.6954,0.9929,1.428,0.099,0,50,49.982,44.71,Normal
PQ_07584,0.7119,1.0227,1.437,0.109,0,50,50.005,41.08,Normal
PQ_07585,0.7109,1.0243,1.441,10.766,0,50,50.043,48.01,Harmonics
PQ_07586,0.6508,1.0124,1.555,0.943,29.9,50,50.005,42.31,Interruption
PQ_07587,0.4649,1.0014,2.154,1.313,152.9,50,49.98,52.72,Sag
PQ_07588,0.7106,1.0915,1.536,9.992,0,50,49.993,39.97,Harmonics
PQ_07589,0.7088,1.036,1.462,0.105,0,50,49.976,42.58,Flicker
PQ_07590,0.711,1.0444,1.469,10.626,0,50,50.032,39.32,Harmonics
PQ_07591,0.7082,1.047,1.478,5.196,0,50,50.005,38.84,Harmonics
PQ_07592,0.6566,1.0188,1.552,1.804,28.1,50,49.986,38.28,Interruption
PQ_07593,0.7105,1.0206,1.436,9.999,0,50,50.017,43.11,Harmonics
PQ_07594,0.7179,1.0355,1.442,0.199,0,50,49.966,35.91,Normal
PQ_07595,0.7082,1.0039,1.418,0.031,0,50,50,52.83,Normal
PQ_07596,0.7127,2.1499,3.017,0.773,5,50,50.007,52.29,Transient
PQ_07597,0.7086,1.0028,1.415,3.498,0,50,50.001,54.11,Notch
PQ_07598,0.7093,1.0132,1.428,7.576,0,50,49.975,37.64,Harmonics
PQ_07599,0.7125,1.0038,1.409,5.79,0,50,49.997,51.44,Notch
PQ_07600,0.6493,1.0042,1.547,1.929,38.7,50,50.008,50.02,Sag
PQ_07601,0.7549,1.1205,1.484,0.289,131.7,50,50.047,36.48,Swell
PQ_07602,0.5944,1.009,1.698,1.206,123,50,49.992,42.62,Sag
PQ_07603,0.7947,1.3022,1.639,0.896,76,50,50.009,42.02,Swell
PQ_07604,0.7099,1.0209,1.438,8.875,0,50,50.003,50.5,Harmonics
PQ_07605,0.7192,1.0237,1.423,0.078,0,50,50,46.93,Normal
PQ_07606,0.571,1.0061,1.762,2.48,96.8,50,49.973,47.76,Sag
PQ_07607,0.7678,1.4497,1.888,1.821,35.2,50,49.997,46.98,Swell
PQ_07608,0.3955,1.0018,2.533,7.81,141.3,50,49.982,48.59,Sag
PQ_07609,0.2818,1.0016,3.555,8.843,165.3,50,49.979,47.29,Interruption
PQ_07610,0.7144,1.0134,1.419,0.029,0,50,50.012,53.29,Normal
PQ_07611,0.7074,1.005,1.421,0.046,0,50,50.006,50.54,Normal
PQ_07612,0.7086,1.1306,1.596,6.571,0,50,50.002,35.22,Harmonics
PQ_07613,0.5925,1.0025,1.692,2.793,65.1,50,50.006,52.08,Sag
PQ_07614,0.8751,1.4371,1.642,1.125,100.8,50,50.01,50.11,Swell
PQ_07615,0.9533,1.5173,1.592,1.204,128.3,50,50.011,49.62,Swell
PQ_07616,0.7076,1.0081,1.425,2.296,0,50,50.03,45.58,Notch
PQ_07617,0.7107,0.9809,1.38,10.381,0,50,50.028,52.25,Harmonics
PQ_07618,0.7087,1.0582,1.493,7.438,0,50,49.995,37.22,Harmonics
PQ_07619,0.7174,1.0421,1.453,0.238,0,50,50.006,35.32,Normal
PQ_07620,0.3827,1.0033,2.622,3.192,154.3,50,50.009,46.77,Sag
PQ_07621,0.7093,1.0216,1.44,0.168,0,50,50.015,38.73,Normal
PQ_07622,0.7133,1.6185,2.269,3.382,5,50,50,47.7,Transient
PQ_07623,0.7096,1.5435,2.175,3.004,5,50,49.987,53.66,Transient
PQ_07624,1.0121,1.7669,1.746,1.248,103.8,50,50.023,40.72,Swell
PQ_07625,0.7014,1.0093,1.439,0.172,0,50,50.042,40.65,Normal
PQ_07626,0.7203,1.0219,1.419,0.052,0,50,49.935,50.6,Normal
PQ_07627,0.7082,1.1722,1.655,0.377,5,50,49.986,37.48,Transient
PQ_07628,0.7185,1.0198,1.419,0.033,0,50,49.96,52.99,Normal
PQ_07629,0.7098,1.009,1.422,0.044,0,50,50.015,49.39,Normal
PQ_07630,0.7091,1.0344,1.459,7.439,0,50,49.991,53.81,Harmonics
PQ_07631,0.7072,1.0121,1.431,0.75,0,50,50.009,42.85,Notch
PQ_07632,0.6983,0.9939,1.423,0.058,0,50,49.997,48.96,Normal
PQ_07633,0.706,1.0004,1.417,0.03,0,50,49.994,53.75,Normal
PQ_07634,0.6328,1.0088,1.594,1.185,41,50,50.007,42.38,Sag
PQ_07635,0.7046,1.0023,1.422,0.057,0,50,50.024,50.77,Normal
PQ_07636,0.704,1.0199,1.449,0.24,0,50,49.992,36.1,Normal
PQ_07637,0.698,1.0068,1.442,0.174,0,50,50.005,38.4,Normal
PQ_07638,0.7077,1.0134,1.432,0.075,0,50,50.001,45.13,Normal
PQ_07639,0.7082,0.9867,1.393,6.376,0,50,50.037,35.89,Harmonics
PQ_07640,0.7077,1.7648,2.494,1.073,5,50,50.008,36.34,Transient
PQ_07641,0.42,1.0022,2.387,8.778,131.8,50,50.007,50.11,Interruption
PQ_07642,0.7092,1.0593,1.494,7.421,0,50,49.978,50.99,Harmonics
PQ_07643,0.6149,1.0021,1.63,0.573,127.5,50,49.977,53.46,Sag
PQ_07644,0.8937,1.398,1.564,0.795,127.8,50,50.016,48.99,Swell
PQ_07645,0.6996,1.0106,1.445,0.233,0,50,49.999,36.3,Normal
PQ_07646,0.7024,1.0063,1.433,0.096,0,50,49.995,43.66,Normal
PQ_07647,0.7186,1.0255,1.427,0.092,0,50,49.984,45.02,Normal
PQ_07648,0.7079,1.6727,2.363,0.449,5,50,50.01,39.27,Transient
PQ_07649,0.6928,1.0068,1.453,0.54,28.4,50,50.023,47.51,Sag
PQ_07650,0.6141,1.0236,1.667,11.944,48.9,50,50.029,35.15,Interruption
PQ_07651,0.7132,2.1417,3.003,4.369,5,50,50.054,49.78,Transient
PQ_07652,0.9307,1.4522,1.56,0.773,139.3,50,50.025,41.7,Swell
PQ_07653,0.6183,1.0151,1.642,5.589,47.6,50,50.018,40.77,Interruption
PQ_07654,0.7077,1.0182,1.439,0.196,0,50,49.98,37.87,Normal
PQ_07655,0.7079,1.0039,1.418,0.043,0,50,49.989,51.45,Normal
PQ_07656,0.7136,1.0321,1.446,0.067,0,50,49.992,47.23,Flicker
PQ_07657,0.7199,1.0365,1.44,0.173,0,50,50.023,39.96,Normal
PQ_07658,0.7036,1.0191,1.448,0.207,0,50,49.982,36.74,Normal
PQ_07659,0.7188,1.075,1.495,0.227,0,50,50.021,35.04,Flicker
PQ_07660,0.7091,1.7535,2.473,0.49,5,50,49.997,39.27,Transient
PQ_07661,0.7109,1.0114,1.423,10.455,0,50,50.005,47.23,Harmonics
PQ_07662,0.639,1.0114,1.583,1.111,87.7,50,50.022,41.88,Sag
PQ_07663,0.7754,1.173,1.513,0.335,115.6,50,50.044,48.07,Swell
PQ_07664,0.7044,1.0028,1.424,0.059,0,50,50.008,45.6,Normal
PQ_07665,0.7104,1.0069,1.417,0.023,0,50,50.038,54.79,Normal
PQ_07666,0.4963,1.004,2.023,2.968,123.9,50,49.984,48.59,Sag
PQ_07667,0.6726,1.016,1.51,1.301,22.4,50,49.966,41.2,Sag
PQ_07668,0.7028,1.0235,1.456,0.244,0,50,49.994,35.74,Normal
PQ_07669,0.6591,1.0045,1.524,3.891,32.5,50,50.012,46.8,Sag
PQ_07670,0.8148,1.495,1.835,1.154,55.8,50,49.999,45.67,Swell
PQ_07671,0.7095,1.3405,1.889,1.307,5,50,50.036,41.64,Transient
PQ_07672,0.7081,1.012,1.429,0.074,0,50,49.981,44.83,Normal
PQ_07673,0.7078,1.0188,1.439,0.147,0,50,50.026,39.87,Normal
PQ_07674,0.7053,1.0357,1.468,0.305,0,50,50.003,35.04,Normal
PQ_07675,0.7102,2.1728,3.059,0.31,5,50,49.991,40.79,Transient
PQ_07676,0.3981,1.0018,2.517,14.154,133.6,50,49.968,52.46,Interruption
PQ_07677,0.7101,1.0306,1.451,0.189,0,50,49.995,35.94,Normal
PQ_07678,0.7075,1.0022,1.416,3.745,0,50,50.004,48.07,Harmonics
PQ_07679,0.7079,1.0441,1.475,0.03,0,50,50.019,54.35,Flicker
PQ_07680,0.7093,1.1017,1.553,8.031,0,50,50.006,49.32,Harmonics
PQ_07681,0.7139,1.0161,1.423,0.058,0,50,50.002,46.59,Normal
PQ_07682,0.8317,1.3253,1.593,0.637,112,50,50.009,39.12,Swell
PQ_07683,0.7223,1.0463,1.449,0.119,0,50,50.033,40.66,Normal
PQ_07684,0.7162,1.0324,1.441,0.195,0,50,49.988,37.61,Normal
PQ_07685,0.6413,1.0096,1.574,7.072,35,50,50.023,43.36,Interruption
PQ_07686,0.6683,1.0026,1.5,0.797,26.2,50,49.983,54.93,Sag
PQ_07687,0.2702,1.0007,3.704,3.804,172.7,50,50.029,52.74,Interruption
PQ_07688,0.7113,1.1183,1.572,10.855,0,50,49.99,52.66,Harmonics
PQ_07689,0.7,1.0029,1.433,0.12,0,50,49.979,41.65,Normal
PQ_07690,0.7125,1.0121,1.42,0.04,0,50,50.002,49.37,Normal
PQ_07691,0.7115,2.5081,3.525,0.559,5,50,49.982,38.97,Transient
PQ_07692,0.7172,1.0265,1.431,0.094,0,50,50.004,43.31,Normal
PQ_07693,0.7096,1.0072,1.419,0.055,0,50,50.004,50.45,Normal
PQ_07694,0.6392,1.0074,1.576,1.862,39.2,50,50,49.78,Sag
PQ_07695,0.708,1.0075,1.423,0.068,0,50,49.989,47.69,Normal
PQ_07696,0.7091,1.0783,1.521,7.493,0,50,50,45.21,Harmonics
PQ_07697,0.7011,0.9966,1.422,0.063,0,50,50.026,49.14,Normal
PQ_07698,0.8796,1.3094,1.489,0.209,157.7,50,49.98,51.74,Swell
PQ_07699,0.7124,1.0277,1.442,0.242,0,50,50.018,37.69,Normal
PQ_07700,0.5273,1.0119,1.919,1.13,118.5,50,49.984,39.53,Sag
PQ_07701,0.5064,1.0024,1.979,4.533,110.1,50,50.004,48.58,Sag
PQ_07702,0.6617,1.0275,1.553,0.691,22.9,50,49.984,35.89,Interruption
PQ_07703,0.7085,1.0129,1.43,0.104,0,50,50.001,42.31,Normal
PQ_07704,0.6312,1.0094,1.599,1.774,40.4,50,50.044,43.72,Interruption
PQ_07705,0.7128,1.0114,1.419,0.03,0,50,49.958,54.69,Normal
PQ_07706,0.708,1.0322,1.458,5.09,0,50,49.984,38.97,Harmonics
PQ_07707,0.7076,1.0392,1.469,0.03,0,50,50.006,53.51,Flicker
PQ_07708,0.709,1.0281,1.45,7.293,0,50,50.004,48.41,Harmonics
PQ_07709,0.8444,1.4605,1.73,1.231,77.1,50,49.996,46.25,Swell
PQ_07710,0.7084,1.05,1.482,5.947,0,50,49.985,42.6,Harmonics
PQ_07711,0.5557,1.0075,1.813,2.844,96.9,50,50.016,42.29,Sag
PQ_07712,0.4674,1.01,2.161,12.945,113.8,50,50.009,41.53,Interruption
PQ_07713,0.7082,1.0366,1.464,5.722,0,50,50.005,48.76,Harmonics
PQ_07714,0.7029,1.002,1.425,0.052,0,50,50.029,48.59,Normal
PQ_07715,0.6602,1.009,1.528,1.135,48.4,50,49.987,44.71,Sag
PQ_07716,0.717,1.0434,1.455,0.244,0,50,49.961,36.21,Normal
PQ_07717,0.906,1.66,1.832,2.115,76.5,50,50.035,50.36,Swell
PQ_07718,0.8971,1.4584,1.626,1.335,110.2,50,49.998,46.34,Swell
PQ_07719,0.7007,1.0009,1.428,0.058,0,50,50.01,49.24,Normal
PQ_07720,0.7084,1.026,1.448,0.041,0,50,50.014,52.94,Flicker
PQ_07721,0.7142,1.0324,1.446,0.169,0,50,49.989,37.79,Normal
PQ_07722,0.9687,1.7203,1.776,1.367,92.1,50,50.011,53.57,Swell
PQ_07723,0.4273,1.0125,2.369,2.562,142.9,50,49.992,37.66,Sag
PQ_07724,0.7467,1.2172,1.63,0.537,54.1,50,50.023,37.27,Swell
PQ_07725,0.9131,1.4955,1.638,0.898,113.2,50,49.992,44.52,Swell
PQ_07726,0.7096,2.2764,3.208,0.639,5,50,50.023,51.85,Transient
PQ_07727,0.7111,1.0156,1.428,0.087,0,50,49.971,43.83,Normal
PQ_07728,0.7094,1.3311,1.876,1.606,5,50,49.98,53.4,Transient
PQ_07729,0.7078,1.007,1.423,1.322,0,50,49.973,47.84,Notch
PQ_07730,0.6027,1.0069,1.671,1.793,88.2,50,50.004,45.92,Sag
PQ_07731,0.539,1.0044,1.864,1.404,125,50,50.011,48.21,Sag
PQ_07732,0.71,1.0987,1.547,8.994,0,50,49.991,50.68,Harmonics
PQ_07733,0.7102,1.0152,1.43,2.679,0,50,49.979,39.27,Notch
PQ_07734,0.7085,1.0188,1.438,0.134,0,50,50.026,40.77,Normal
PQ_07735,0.7048,1.0138,1.438,0.192,0,50,50,39.73,Normal
PQ_07736,0.5124,1.0128,1.977,1.205,147.5,50,49.986,40.23,Sag
PQ_07737,0.7074,1.0438,1.476,2.798,0,50,50.019,43.45,Harmonics
PQ_07738,0.7034,0.9999,1.421,0.045,0,50,50.002,50.01,Normal
PQ_07739,0.6923,0.9884,1.428,0.113,0,50,49.989,42.85,Normal
PQ_07740,0.7873,1.2408,1.576,0.86,91.7,50,49.988,48.92,Swell
PQ_07741,0.6604,1.0046,1.521,0.708,23.4,50,49.97,46.71,Interruption
PQ_07742,0.7076,1.0324,1.459,0.042,0,50,50.002,49.91,Flicker
PQ_07743,0.7102,0.9682,1.363,9.449,0,50,50.004,45.45,Harmonics
PQ_07744,0.714,2.3001,3.222,0.637,5,50,49.987,53.48,Transient
PQ_07745,0.7081,1.2843,1.814,0.327,5,50,50.005,39.74,Transient
PQ_07746,0.7085,1.0117,1.428,0.104,0,50,50.004,42.58,Normal
PQ_07747,0.5281,1.009,1.911,14.969,88.7,50,49.963,44.08,Interruption
PQ_07748,0.466,1.0014,2.149,4.181,116.1,50,49.968,54.71,Sag
PQ_07749,0.71,1.003,1.413,4.663,0,50,49.995,54.04,Notch
PQ_07750,0.8712,1.3098,1.503,0.3,159.2,50,50,37.61,Swell
PQ_07751,0.6357,1.0047,1.58,0.959,89,50,49.957,47.13,Sag
PQ_07752,0.7138,1.0173,1.425,0.072,0,50,50.016,46.03,Normal
PQ_07753,0.9549,1.6969,1.777,1.439,86.6,50,49.992,48.39,Swell
PQ_07754,0.547,1.0088,1.844,6.366,84.2,50,50.046,43.13,Sag
PQ_07755,0.7172,1.0224,1.426,0.074,0,50,50.002,44.69,Normal
PQ_07756,0.7079,1.0033,1.417,0.834,0,50,50.031,54.13,Notch
PQ_07757,0.711,1.0131,1.425,0.062,0,50,49.992,45.93,Normal
PQ_07758,0.5105,1.0132,1.985,11.504,94.9,50,50.013,37.02,Interruption
PQ_07759,0.7101,1.1225,1.581,0.399,5,50,49.977,38.16,Transient
PQ_07760,0.6824,1.0106,1.481,0.439,35.8,50,49.949,43.07,Sag
PQ_07761,0.708,1.0248,1.447,5.672,0,50,50.02,48.68,Harmonics
PQ_07762,0.699,0.9929,1.42,0.031,0,50,50.013,50.15,Normal
PQ_07763,0.3158,1.002,3.173,6.204,163.1,50,49.994,45.5,Interruption
PQ_07764,0.6979,0.9888,1.417,0.022,0,50,50.001,54.99,Normal
PQ_07765,0.708,1.0372,1.465,0.041,0,50,50.021,49.16,Flicker
PQ_07766,0.7059,1.0138,1.436,0.173,0,50,50.038,38.99,Normal
PQ_07767,0.8636,1.3153,1.523,0.694,135.8,50,49.996,48.27,Swell
PQ_07768,0.5351,1.0112,1.89,3.993,95.1,50,50.035,39.77,Sag
PQ_07769,0.4437,1.0097,2.276,1.969,140.5,50,49.968,35.98,Sag
PQ_07770,0.6242,1.006,1.612,6.576,46.2,50,49.998,45.8,Interruption
PQ_07771,0.7133,1.0132,1.421,0.049,0,50,50.006,48.7,Normal
PQ_07772,0.7108,1.0102,1.421,0.063,0,50,50.023,48.28,Normal
PQ_07773,0.7155,1.0252,1.433,0.114,0,50,49.978,41.24,Normal
PQ_07774,0.7994,1.1893,1.488,0.21,143.5,50,49.957,44.23,Swell
PQ_07775,0.7084,2.1639,3.054,0.494,5,50,49.994,35.15,Transient
PQ_07776,0.6963,1.0048,1.443,0.22,0,50,49.978,36.69,Normal
PQ_07777,0.7087,1.0031,1.415,3.766,0,50,50.002,52.98,Notch
PQ_07778,0.694,0.9849,1.419,0.043,0,50,50.011,51.7,Normal
PQ_07779,0.7015,1.0248,1.461,0.229,0,50,49.99,35.56,Normal
PQ_07780,0.5303,1.0087,1.902,10.91,85.9,50,50.004,43.39,Interruption
PQ_07781,0.6968,1.005,1.442,0.561,25.5,50,50.017,47.84,Sag
PQ_07782,0.8008,1.4236,1.778,1.027,55.8,50,50.01,41.11,Swell
PQ_07783,0.7145,1.0213,1.429,0.092,0,50,50,44.72,Normal
PQ_07784,0.7077,1.027,1.451,0.207,0,50,49.984,37.54,Normal
PQ_07785,0.7096,1.0431,1.47,0.05,0,50,49.994,50.29,Flicker
PQ_07786,0.526,1.0027,1.906,1.34,131.2,50,49.965,51.88,Sag
PQ_07787,0.5526,1.0069,1.822,5.366,75.2,50,50.011,45.82,Interruption
PQ_07788,0.7185,1.0215,1.422,0.061,0,50,50.009,48.89,Normal
PQ_07789,0.7079,1.0313,1.457,0.062,0,50,50.029,48.34,Flicker
PQ_07790,0.7087,1.0119,1.428,0.083,0,50,50.003,44.73,Normal
PQ_07791,0.6356,1.0016,1.576,0.909,110.5,50,50.002,53.97,Sag
PQ_07792,0.7033,0.9981,1.419,0.04,0,50,50.002,52.1,Normal
PQ_07793,0.7066,1.0133,1.434,0.115,0,50,49.964,41.02,Normal
PQ_07794,0.7083,1.0195,1.439,0.124,0,50,50.025,41.37,Normal
PQ_07795,0.7097,1.0729,1.512,0.096,0,50,50.005,42.99,Flicker
PQ_07796,0.7091,1.0061,1.419,0.033,0,50,49.982,53.21,Normal
PQ_07797,0.6897,1.0033,1.455,0.261,39.9,50,49.985,52.89,Sag
PQ_07798,0.7078,1.0026,1.416,0.55,0,50,49.981,53.98,Notch
PQ_07799,0.7092,1.0665,1.504,7.87,0,50,49.983,40.64,Harmonics
PQ_07800,0.7074,1.0114,1.43,0.1,0,50,49.956,42.92,Normal
PQ_07801,0.7088,1.0338,1.459,0.176,0,50,49.995,38.2,Flicker
PQ_07802,0.6771,1.0351,1.529,0.336,82.6,50,50.007,35.21,Sag
PQ_07803,0.6566,1.01,1.538,7.29,28.6,50,50.011,45.91,Sag
PQ_07804,0.7098,1.0369,1.461,9.091,0,50,50.026,44.31,Harmonics
PQ_07805,0.7159,1.0178,1.422,0.032,0,50,50.001,51.59,Normal
PQ_07806,0.8414,1.7,2.02,3.155,46.7,50,50.028,54.57,Swell
PQ_07807,0.7098,1.0664,1.502,8.309,0,50,49.97,51.43,Harmonics
PQ_07808,0.6262,1.0026,1.601,5.706,41.3,50,49.974,51.74,Interruption
PQ_07809,0.7119,1.0257,1.441,7.146,0,50,49.995,37.13,Notch
PQ_07810,0.7104,1.1352,1.598,0.259,5,50,50.034,42.18,Transient
PQ_07811,0.707,1.0852,1.535,0.339,5,50,50.004,39.55,Transient
PQ_07812,0.486,1.0107,2.08,10.013,104.7,50,50.002,40.06,Interruption
PQ_07813,0.5354,1.0052,1.877,0.639,159.4,50,49.991,46.41,Sag
PQ_07814,0.8292,1.7732,2.138,3.371,37.5,50,50.013,46.57,Swell
PQ_07815,0.7159,1.0189,1.423,0.063,0,50,50.015,47.09,Normal
PQ_07816,0.712,1.0147,1.425,0.091,0,50,49.985,44.36,Normal
PQ_07817,0.7036,1.0002,1.422,0.057,0,50,49.965,47.59,Normal
PQ_07818,0.9592,1.686,1.758,2.25,95.5,50,49.99,40.05,Swell
PQ_07819,0.7078,1.0481,1.481,4.426,0,50,50.003,51.44,Harmonics
PQ_07820,0.7071,1.006,1.423,0.323,5,50,50,46.4,Transient
PQ_07821,0.5772,1.0024,1.737,3.766,64.8,50,50.003,54.62,Sag
PQ_07822,0.7099,1.0811,1.523,7.838,0,50,49.986,35.42,Harmonics
PQ_07823,0.7758,1.1312,1.458,0.119,157.3,50,50.004,45.52,Swell
PQ_07824,0.8646,1.3363,1.546,0.42,127.7,50,49.996,47.82,Swell
PQ_07825,0.707,1.3644,1.93,0.268,5,50,50.018,51.16,Transient
PQ_07826,0.707,1.0042,1.42,0.042,0,50,50.029,50.78,Normal
PQ_07827,0.7041,1.0238,1.454,0.224,0,50,49.991,36.3,Normal
PQ_07828,0.7093,1.5057,2.123,1.49,5,50,50.021,54.6,Transient
PQ_07829,0.6377,1.0156,1.592,2.43,37.3,50,50.004,38.19,Sag
PQ_07830,0.7126,1.0201,1.431,0.108,0,50,49.992,43.01,Normal
PQ_07831,0.7128,1.0239,1.436,0.096,0,50,49.999,44.34,Normal
PQ_07832,0.3858,1.0057,2.607,2.401,156.5,50,49.987,40.51,Sag
PQ_07833,0.6315,1.0058,1.593,1.738,45,50,50.013,47.18,Sag
PQ_07834,0.7239,1.0399,1.437,0.039,0,50,49.978,51.08,Flicker
PQ_07835,0.4933,1.013,2.053,4.827,107.5,50,49.993,37.32,Sag
PQ_07836,0.7101,1.0141,1.428,8.793,0,50,49.986,45.26,Harmonics
PQ_07837,0.6322,1.0232,1.618,3.184,47.4,50,49.992,36.64,Sag
PQ_07838,0.7094,1.0262,1.447,7.807,0,50,50.004,42.18,Harmonics
PQ_07839,0.71,1.0393,1.464,8.912,0,50,49.99,49.47,Harmonics
PQ_07840,0.5265,1.0065,1.912,6.932,89.1,50,49.989,44.54,Interruption
