rms_voltage,peak_voltage,crest_factor,thd,duration,dominant_freq,system_freq,snr,label
1.1043,1.6937,1.534,0.283,155.3,50,50.009,47.75,Swell
0.7092,1.0322,1.456,0.044,0.0,50,50.016,50.83,Flicker
0.6539,1.0036,1.535,2.123,31.4,50,49.991,52.07,Sag
0.9582,1.767,1.844,0.419,79.7,50,49.99,48.49,Swell
0.5722,1.0027,1.752,5.167,72.2,50,50.027,53.1,Sag
0.712,1.0515,1.477,0.054,0.0,50,49.983,46.97,Flicker
0.2765,1.0004,3.618,4.376,169.7,50,49.994,48.23,Interruption
0.7074,1.0522,1.488,3.875,0.0,50,50.022,44.54,Harmonics
0.7121,1.9904,2.795,1.332,5.0,50,50.031,48.13,Transient
0.9474,1.7464,1.843,2.422,80.0,50,49.958,40.98,Swell
0.6439,1.0034,1.558,2.479,45.1,50,50.007,54.19,Sag
0.977,1.5333,1.569,0.407,150.7,50,50.004,35.46,Swell
0.7093,1.0982,1.548,7.323,0.0,50,49.967,37.6,Harmonics
0.6991,1.007,1.44,0.201,0.0,50,49.986,37.48,Normal
0.7136,1.018,1.427,0.084,0.0,50,49.987,43.82,Normal
0.7116,0.9911,1.393,10.962,0.0,50,49.962,37.35,Harmonics
0.5494,1.0072,1.833,3.195,100.1,50,49.98,45.25,Sag
0.7082,1.0397,1.468,0.048,0.0,50,49.994,50.64,Flicker
0.6115,1.0279,1.681,2.41,66.4,50,49.982,36.91,Sag
0.7022,1.0,1.424,0.068,0.0,50,49.994,47.05,Normal
0.7086,1.0534,1.487,5.765,0.0,50,49.962,40.22,Harmonics
0.7032,1.008,1.434,0.136,0.0,50,49.993,40.31,Normal
0.7079,1.0558,1.492,3.897,0.0,50,49.966,35.76,Harmonics
0.7072,1.0236,1.447,0.039,0.0,50,50.018,52.66,Flicker
0.7136,1.6575,2.323,0.975,5.0,50,50.01,49.54,Transient
0.3449,1.0017,2.904,11.728,151.6,50,49.973,52.06,Interruption
0.731,1.1316,1.548,0.488,58.0,50,50.004,37.99,Swell
0.6974,0.9906,1.42,0.029,0.0,50,50.02,54.17,Normal
0.4716,1.0009,2.122,2.715,137.2,50,49.992,53.53,Sag
0.7043,0.9981,1.417,0.03,0.0,50,50.034,54.27,Normal
0.7094,1.0059,1.418,0.051,0.0,50,49.964,50.35,Normal
0.8709,1.4056,1.614,0.667,113.5,50,50.01,38.86,Swell
0.6978,0.9897,1.418,0.024,0.0,50,50.014,54.1,Normal
0.7164,1.0255,1.431,0.081,0.0,50,49.967,46.09,Flicker
0.5074,1.0032,1.977,11.826,97.4,50,49.983,45.23,Interruption
0.7085,1.179,1.664,0.312,5.0,50,50.006,50.27,Transient
0.7036,1.0191,1.448,0.207,0.0,50,49.982,36.74,Normal
0.7695,1.215,1.579,0.849,90.7,50,49.955,35.65,Swell
0.5338,1.0018,1.877,7.445,87.6,50,50.003,52.2,Interruption
0.7081,0.989,1.397,5.29,0.0,50,50.003,49.09,Harmonics
0.7351,1.2774,1.738,0.822,27.4,50,49.997,50.19,Swell
0.7109,1.1879,1.671,10.038,0.0,50,49.946,37.06,Harmonics
0.7189,1.0275,1.429,0.071,0.0,50,50.027,45.59,Normal
0.7095,1.1328,1.597,8.413,0.0,50,49.998,42.91,Harmonics
0.7103,2.0804,2.929,2.563,5.0,50,50.016,50.29,Transient
0.7047,1.01,1.433,0.136,0.0,50,49.991,39.72,Normal
0.7174,1.0376,1.446,0.202,0.0,50,50.014,38.01,Normal
0.7078,1.0075,1.424,0.079,0.0,50,49.971,44.79,Normal
0.7883,1.1821,1.5,0.183,138.8,50,49.997,41.6,Swell
0.7027,0.9986,1.421,0.065,0.0,50,49.98,46.7,Normal
0.7138,2.5152,3.524,2.996,5.0,50,50.021,46.4,Transient
0.7131,1.0143,1.422,0.041,0.0,50,49.994,49.62,Normal
0.2893,1.0004,3.459,15.624,164.1,50,50.031,53.69,Interruption
0.7074,1.027,1.452,3.81,0.0,50,50.026,42.84,Harmonics
0.7583,1.2577,1.659,0.79,53.0,50,50.002,41.93,Swell
0.5526,1.0046,1.818,4.376,93.5,50,49.987,46.48,Sag
0.6714,1.0208,1.52,1.085,28.1,50,49.973,37.71,Sag
0.7777,1.2608,1.621,0.813,75.0,50,50.018,53.02,Swell
0.6973,0.9896,1.419,0.04,0.0,50,50.01,50.2,Normal
0.7036,1.0002,1.422,0.057,0.0,50,49.965,47.59,Normal
0.8121,1.616,1.99,0.534,40.4,50,50.036,49.7,Swell
0.7043,1.0049,1.427,0.071,0.0,50,50.013,46.37,Normal
0.6538,1.0026,1.533,0.759,43.7,50,49.998,54.3,Sag
0.7008,1.006,1.435,0.106,0.0,50,50.004,42.72,Normal
0.5616,1.0136,1.805,6.97,76.2,50,49.983,39.64,Interruption
0.4893,1.0141,2.073,1.35,154.0,50,49.966,35.2,Sag
0.9469,1.7043,1.8,1.188,84.4,50,50.008,51.96,Swell
0.6968,1.0004,1.436,0.17,0.0,50,49.99,39.9,Normal
1.0774,1.7246,1.601,0.943,133.7,50,50.005,51.01,Swell
0.5667,1.0064,1.776,2.098,107.1,50,50.016,45.54,Sag
0.7928,1.4484,1.827,0.869,44.4,50,49.994,53.76,Swell
0.7151,1.0204,1.427,0.088,0.0,50,49.973,45.49,Normal
0.7116,2.2159,3.114,0.959,5.0,50,49.998,53.61,Transient
0.5742,1.0059,1.752,0.52,148.7,50,50.035,45.6,Sag
0.7084,1.0273,1.45,0.056,0.0,50,49.963,48.23,Flicker
0.7504,1.1471,1.529,0.547,88.3,50,50.014,42.82,Swell
0.7083,1.0165,1.435,5.254,0.0,50,49.968,54.3,Harmonics
0.7075,1.0121,1.431,0.081,0.0,50,50.018,45.69,Normal
0.708,1.0057,1.421,0.919,5.0,50,49.977,47.63,Transient
0.6402,1.0227,1.597,0.253,140.0,50,50.03,36.4,Sag
0.7153,1.0178,1.423,0.041,0.0,50,50.021,50.26,Normal
0.7275,1.0633,1.461,0.213,0.0,50,50.014,35.19,Normal
0.7114,1.0408,1.463,11.167,0.0,50,50.017,35.04,Harmonics
0.7149,1.0215,1.429,0.076,0.0,50,49.997,44.02,Normal
0.6141,1.0088,1.643,0.229,154.5,50,49.984,42.61,Sag
0.6984,0.9936,1.423,0.038,0.0,50,50.011,51.48,Normal
0.5936,1.0123,1.705,5.96,66.6,50,49.981,43.54,Sag
0.7071,1.5561,2.201,0.324,5.0,50,50.009,51.46,Transient
0.8061,1.1887,1.475,0.155,158.2,50,50.021,42.88,Swell
0.7084,1.0247,1.446,0.173,0.0,50,50.007,37.79,Normal
0.7121,1.0549,1.481,0.047,0.0,50,49.995,48.26,Flicker
0.3728,1.0009,2.685,7.909,146.5,50,49.991,52.99,Interruption
0.6998,0.9971,1.425,0.063,0.0,50,49.989,48.31,Normal
0.7168,2.1364,2.981,5.804,5.0,50,49.986,42.1,Transient
0.8281,1.6165,1.952,2.462,47.2,50,50.024,38.13,Swell
0.5437,1.0035,1.846,7.552,83.8,50,50.019,52.08,Sag
0.7137,2.6885,3.767,0.385,5.0,50,49.968,48.43,Transient
0.7077,1.0105,1.428,1.892,5.0,50,49.982,43.62,Transient
0.7084,1.3388,1.89,0.798,5.0,50,50.04,44.26,Transient
0.7138,1.0278,1.44,0.111,0.0,50,50.003,41.7,Normal
0.6265,1.0038,1.602,4.049,42.7,50,49.998,52.98,Sag
0.6995,0.9918,1.418,0.03,0.0,50,49.988,52.03,Normal
0.6547,1.0073,1.539,0.57,30.0,50,49.971,46.56,Sag
0.7124,1.022,1.435,0.081,0.0,50,50.028,44.24,Normal
0.7085,1.0188,1.438,0.134,0.0,50,50.026,40.77,Normal
0.712,1.0312,1.448,0.193,0.0,50,50.02,38.19,Normal
0.5201,1.0096,1.941,4.57,98.8,50,49.97,45.0,Sag
0.2796,1.0014,3.581,6.768,167.6,50,50.005,44.15,Interruption
0.8921,1.7041,1.91,1.325,63.9,50,50.049,41.62,Swell
0.7105,1.0738,1.511,9.695,0.0,50,49.992,39.69,Harmonics
0.6472,1.0038,1.551,0.284,127.8,50,49.96,49.39,Sag
0.6995,0.9937,1.421,0.036,0.0,50,50.024,52.16,Normal
0.7014,0.9978,1.423,0.062,0.0,50,50.003,48.6,Normal
0.7215,1.026,1.422,0.049,0.0,50,50.033,48.49,Normal
0.7018,1.0045,1.431,0.088,0.0,50,49.988,43.03,Normal
0.7083,1.0474,1.479,5.837,0.0,50,49.988,39.08,Harmonics
0.4726,1.0124,2.142,7.581,111.8,50,49.998,35.59,Interruption
0.6075,1.006,1.656,0.135,120.1,50,49.988,44.44,Sag
0.4588,1.0167,2.216,5.084,116.3,50,49.993,36.77,Sag
0.5557,1.0075,1.813,2.844,96.9,50,50.016,42.29,Sag
0.8604,1.2863,1.495,0.222,149.8,50,49.981,51.08,Swell
0.7089,1.0609,1.496,7.018,0.0,50,50.003,48.2,Harmonics
0.6754,1.0022,1.484,0.402,87.0,50,50.009,53.1,Sag
0.7738,1.7221,2.226,0.801,21.7,50,49.99,39.82,Swell
0.7084,1.122,1.584,0.411,5.0,50,49.992,36.68,Transient
0.7081,1.0051,1.419,0.032,0.0,50,49.957,53.32,Normal
0.8168,1.3728,1.681,1.44,79.1,50,50.021,44.37,Swell
0.561,1.0048,1.791,2.332,81.3,50,49.985,51.1,Sag
0.4405,1.0022,2.275,2.367,144.2,50,49.968,52.94,Sag
0.4172,1.0166,2.436,12.169,130.3,50,50.002,35.66,Interruption
0.5143,1.0061,1.956,9.585,94.7,50,49.991,47.64,Interruption
0.5093,1.0025,1.969,1.961,118.2,50,50.006,47.81,Sag
0.7169,1.0646,1.485,0.037,0.0,50,50.0,52.19,Flicker
0.7323,1.0792,1.474,0.265,0.0,50,49.982,35.18,Flicker
0.7083,1.0556,1.49,0.147,0.0,50,50.002,41.02,Flicker
0.5199,1.0132,1.949,3.035,100.1,50,49.974,40.45,Sag
0.4501,1.002,2.226,2.768,130.3,50,50.015,52.77,Sag
0.6525,1.0057,1.541,2.248,54.3,50,49.98,49.04,Sag
0.7092,1.0293,1.451,0.102,0.0,50,50.02,42.6,Flicker
1.0089,1.6203,1.606,0.919,131.7,50,50.01,43.42,Swell
0.7104,1.0216,1.438,0.106,0.0,50,50.043,40.87,Normal
0.601,1.0046,1.671,2.659,71.5,50,50.011,47.88,Sag
0.703,0.9964,1.417,0.024,0.0,50,49.981,54.99,Normal
0.6953,1.0143,1.459,0.185,0.0,50,50.012,35.34,Normal
0.7091,1.1099,1.565,7.263,0.0,50,49.992,37.52,Harmonics
0.4186,1.002,2.394,15.692,129.6,50,50.016,50.97,Interruption
0.7153,1.0163,1.421,0.036,0.0,50,50.002,51.95,Normal
0.6571,1.0136,1.543,0.28,133.7,50,49.988,38.97,Sag
0.7081,1.5053,2.126,0.643,5.0,50,49.986,40.59,Transient
0.4438,1.0034,2.261,1.006,153.1,50,50.015,47.72,Sag
0.7098,1.0137,1.428,0.102,0.0,50,50.003,43.55,Normal
0.7137,1.0134,1.42,0.032,0.0,50,50.051,53.62,Normal
0.6327,1.0046,1.588,0.773,79.2,50,50.019,48.92,Sag
0.7115,2.5081,3.525,0.559,5.0,50,49.982,38.97,Transient
0.7077,1.0522,1.487,0.192,0.0,50,49.993,37.02,Flicker
0.7105,1.7364,2.444,0.564,5.0,50,49.988,38.52,Transient
0.7129,1.066,1.495,0.031,0.0,50,49.989,53.19,Flicker
0.7647,1.6022,2.095,1.661,21.0,50,49.969,47.4,Swell
0.7093,1.0412,1.468,0.044,0.0,50,50.004,50.65,Flicker
0.7088,1.0948,1.545,6.891,0.0,50,50.002,43.74,Harmonics
0.7758,1.4694,1.894,1.573,37.1,50,49.989,48.49,Swell
0.6842,1.0253,1.498,0.924,47.1,50,50.048,35.9,Sag
0.8013,1.6321,2.037,2.926,34.3,50,50.01,37.65,Swell
1.0457,1.7259,1.65,0.506,120.9,50,49.981,46.28,Swell
0.7101,1.0104,1.423,0.062,0.0,50,50.021,49.15,Normal
0.6358,1.0098,1.588,3.648,49.4,50,50.014,44.57,Sag
0.6519,1.0037,1.54,0.908,71.4,50,50.024,48.57,Sag
0.7602,1.3273,1.746,0.595,40.6,50,49.984,53.61,Swell
0.8082,1.2987,1.607,1.16,90.8,50,49.954,52.3,Swell
0.6582,1.0078,1.531,5.443,27.9,50,49.998,47.15,Sag
0.4547,1.0092,2.22,2.804,119.8,50,49.983,42.89,Sag
0.5912,1.0099,1.708,0.618,127.8,50,50.008,42.09,Sag
0.5597,1.0023,1.791,1.972,96.1,50,50.004,53.09,Sag
0.5989,1.0169,1.698,7.876,54.4,50,50.018,36.49,Interruption
1.0336,1.6975,1.642,1.66,125.9,50,49.988,37.44,Swell
0.7033,1.0161,1.445,0.179,0.0,50,50.019,38.14,Normal
0.3189,1.0017,3.141,25.77,157.5,50,49.992,47.89,Interruption
0.7083,1.0181,1.437,0.025,0.0,50,49.993,54.68,Flicker
0.7842,1.594,2.033,2.731,32.0,50,50.023,35.11,Swell
0.7102,1.0081,1.419,0.027,0.0,50,50.008,53.17,Normal
0.7103,1.0326,1.454,9.47,0.0,50,49.989,36.64,Harmonics
0.5925,1.0025,1.692,2.793,65.1,50,50.006,52.08,Sag
0.605,1.017,1.681,4.123,51.5,50,50.023,38.37,Interruption
0.8332,1.5102,1.813,1.188,64.6,50,50.027,37.26,Swell
0.7031,1.035,1.472,0.266,0.0,50,50.014,35.01,Normal
0.7103,1.0396,1.464,9.3,0.0,50,50.009,37.72,Harmonics
0.703,1.0006,1.423,0.066,0.0,50,50.002,47.79,Normal
0.7092,1.2587,1.775,1.619,5.0,50,49.982,45.37,Transient
0.2825,1.0011,3.543,23.464,168.2,50,50.031,47.91,Interruption
0.6028,1.0148,1.684,6.82,52.3,50,49.981,38.49,Interruption
0.6813,1.0069,1.478,0.344,32.2,50,49.996,50.82,Sag
0.955,1.706,1.786,1.625,93.0,50,49.998,40.1,Swell
0.6987,0.9936,1.422,0.061,0.0,50,49.989,49.55,Normal
0.5115,1.0018,1.958,4.586,101.6,50,50.032,54.59,Sag
0.7107,0.9627,1.355,10.116,0.0,50,49.995,43.4,Harmonics
0.7085,1.0922,1.542,0.665,5.0,50,50.018,36.59,Transient
0.7233,1.044,1.443,0.022,0.0,50,50.004,54.59,Flicker
0.7073,1.0147,1.435,0.144,0.0,50,50.009,40.93,Normal
0.5646,1.0064,1.782,2.415,113.4,50,49.999,44.65,Sag
1.0658,1.7068,1.601,0.893,147.1,50,49.99,35.08,Swell
0.6282,1.0066,1.602,1.129,61.2,50,50.024,45.37,Sag
0.7114,1.0133,1.424,0.056,0.0,50,49.975,47.17,Normal
0.7111,1.0133,1.425,0.062,0.0,50,50.0,46.86,Normal
0.3797,1.0022,2.639,9.004,142.2,50,50.004,54.75,Interruption
0.6418,1.0042,1.565,1.489,48.9,50,50.012,52.49,Sag
0.6816,1.0238,1.502,1.354,33.9,50,49.975,38.71,Sag
0.7077,1.1709,1.654,0.953,5.0,50,49.97,37.1,Transient
0.7119,1.0257,1.441,7.146,0.0,50,49.995,37.13,Notch
0.7092,1.5653,2.207,0.703,5.0,50,50.009,36.24,Transient
0.6125,1.0038,1.639,2.327,49.0,50,50.033,46.13,Interruption
0.7091,1.0573,1.491,7.734,0.0,50,50.007,38.53,Harmonics
0.7099,1.0142,1.429,9.283,0.0,50,50.043,44.05,Harmonics
0.6406,1.002,1.564,0.76,110.2,50,49.965,53.88,Sag
0.7102,1.0152,1.43,2.679,0.0,50,49.979,39.27,Notch
0.7103,1.0278,1.447,4.064,0.0,50,50.003,36.39,Notch
0.7094,1.9784,2.789,0.816,5.0,50,49.99,42.45,Transient
0.7074,1.0139,1.433,0.762,0.0,50,49.994,40.24,Notch
0.7077,1.0456,1.477,5.137,0.0,50,50.011,36.54,Harmonics
0.4916,1.0016,2.037,2.09,127.8,50,49.965,54.57,Sag
0.384,1.0017,2.609,6.808,143.6,50,49.975,50.62,Interruption
0.7092,1.0311,1.454,7.686,0.0,50,49.997,52.72,Harmonics
0.7103,1.8064,2.543,0.306,5.0,50,49.96,48.07,Transient
0.704,1.0116,1.437,0.117,0.0,50,50.007,42.23,Normal
0.7133,1.0155,1.424,0.055,0.0,50,50.028,47.58,Normal
0.502,1.0015,1.995,5.753,98.3,50,49.999,54.59,Interruption
0.7076,1.0054,1.421,2.222,0.0,50,49.99,47.78,Notch
0.6874,1.0033,1.459,0.424,37.9,50,49.985,52.05,Sag
0.7088,1.0332,1.458,0.05,0.0,50,50.013,49.9,Flicker
0.7081,1.0053,1.42,0.027,0.0,50,50.002,53.71,Normal
0.2452,1.0024,4.089,5.256,177.1,50,50.029,42.72,Interruption
0.7107,1.0132,1.426,0.075,0.0,50,50.013,43.82,Normal
0.6657,1.0169,1.528,0.803,43.2,50,49.986,38.59,Sag
0.7088,1.8647,2.631,0.569,5.0,50,50.0,48.29,Transient
0.9358,1.4791,1.581,0.424,131.0,50,49.992,43.59,Swell
0.7081,1.0116,1.429,0.084,0.0,50,50.052,44.72,Normal
0.672,1.0029,1.493,1.17,54.3,50,49.987,54.52,Sag
0.7084,1.0039,1.417,5.687,0.0,50,49.981,51.96,Harmonics
0.706,1.0012,1.418,0.02,0.0,50,49.995,54.61,Normal
0.7116,1.0152,1.427,0.138,0.0,50,49.994,42.79,Normal
0.6385,1.011,1.583,5.395,37.1,50,50.014,43.21,Interruption
0.6785,1.003,1.478,1.114,45.9,50,50.005,53.73,Sag
0.8028,1.3134,1.636,0.945,81.1,50,49.991,53.79,Swell
0.7082,1.0738,1.516,6.662,0.0,50,50.047,41.53,Harmonics
0.377,1.0048,2.665,3.807,146.0,50,50.036,45.33,Sag
0.7067,1.0149,1.436,4.606,5.0,50,50.022,39.72,Transient
0.7127,1.0135,1.422,0.072,0.0,50,49.987,46.78,Normal
0.7039,1.0299,1.463,0.27,0.0,50,50.0,35.47,Normal
0.8181,1.4232,1.74,1.533,67.7,50,50.015,41.13,Swell
0.695,0.9875,1.421,0.055,0.0,50,49.999,49.02,Normal
0.7141,2.3263,3.258,0.73,5.0,50,50.013,40.79,Transient
0.7106,1.0101,1.421,10.072,0.0,50,50.025,52.25,Harmonics
0.7084,1.0267,1.449,6.925,0.0,50,50.019,37.92,Harmonics
0.7082,1.1722,1.655,0.377,5.0,50,49.986,37.48,Transient
0.649,1.0022,1.544,1.852,31.2,50,49.996,53.06,Interruption
0.9284,1.4572,1.57,0.996,132.1,50,49.989,52.2,Swell
0.9828,1.7404,1.771,1.881,96.8,50,49.945,40.95,Swell
0.6817,1.015,1.489,0.446,52.2,50,50.011,40.12,Sag
0.6471,1.0096,1.56,1.208,42.9,50,49.968,43.05,Sag
0.517,1.0028,1.94,2.654,109.0,50,49.999,47.28,Sag
0.7096,1.0212,1.439,6.12,0.0,50,50.023,38.71,Notch
0.7124,1.9044,2.673,0.577,5.0,50,49.951,37.24,Transient
0.3893,1.0089,2.591,7.678,138.9,50,49.991,37.18,Interruption
0.7391,1.066,1.442,0.051,0.0,50,50.006,47.53,Flicker
0.7144,1.0141,1.42,0.022,0.0,50,49.988,54.93,Normal
1.0708,1.6385,1.53,0.289,158.8,50,50.0,45.03,Swell
0.4991,1.0079,2.02,0.261,142.0,50,49.985,42.13,Sag
0.6362,1.0074,1.584,0.959,62.4,50,50.003,44.54,Sag
0.7084,1.0399,1.468,0.027,0.0,50,50.02,53.69,Flicker
0.7143,1.0144,1.42,0.035,0.0,50,49.998,53.18,Normal
0.747,1.1826,1.583,0.734,69.3,50,49.952,36.43,Swell
0.6463,1.022,1.581,7.364,31.4,50,49.957,40.09,Sag
0.7083,1.08,1.525,0.151,0.0,50,50.018,40.98,Flicker
0.7133,1.6185,2.269,3.382,5.0,50,50.0,47.7,Transient
0.7096,1.0972,1.546,8.21,0.0,50,49.986,43.81,Harmonics
0.7089,1.0469,1.477,7.135,0.0,50,49.997,43.98,Harmonics
0.7074,1.0283,1.454,3.247,0.0,50,50.009,44.34,Harmonics
0.9018,1.3761,1.526,0.463,146.1,50,50.014,49.03,Swell
0.7033,1.0016,1.424,0.053,0.0,50,50.008,47.9,Normal
0.7129,1.009,1.415,8.968,0.0,50,50.013,43.56,Notch
0.9719,1.5153,1.559,0.464,146.3,50,49.99,37.74,Swell
0.7093,1.0652,1.502,0.151,0.0,50,50.009,39.32,Flicker
0.7003,1.0203,1.457,0.252,0.0,50,50.005,35.39,Normal
0.708,1.0036,1.418,2.154,0.0,50,49.984,51.93,Notch
0.6158,1.0025,1.628,3.708,55.4,50,50.0,54.37,Sag
0.6542,1.0167,1.554,4.295,28.7,50,50.03,39.35,Interruption
0.8357,1.7106,2.047,2.166,44.4,50,49.983,42.49,Swell
0.7059,1.0161,1.44,0.163,0.0,50,49.997,38.33,Normal
0.7678,1.4497,1.888,1.821,35.2,50,49.997,46.98,Swell
0.6297,1.0078,1.601,3.012,40.6,50,50.014,44.32,Interruption
0.7129,1.0279,1.442,0.093,0.0,50,50.014,40.92,Normal
0.6803,1.0062,1.479,0.447,74.0,50,49.994,43.3,Sag
0.7017,0.9979,1.422,0.062,0.0,50,49.965,47.57,Normal
0.671,1.0047,1.497,0.491,50.8,50,50.025,47.52,Sag
0.6099,1.003,1.645,4.307,50.2,50,49.996,50.1,Interruption
0.7816,1.2025,1.538,0.763,103.1,50,49.991,47.39,Swell
0.7563,1.33,1.759,0.573,37.3,50,50.03,37.86,Swell
0.4691,1.0084,2.15,5.113,115.9,50,50.014,40.47,Sag
0.8089,1.4497,1.792,1.773,57.8,50,49.97,51.61,Swell
0.6035,1.0133,1.679,0.761,133.2,50,50.002,36.36,Sag
0.5123,1.006,1.964,0.8,153.5,50,50.029,47.04,Sag
0.6422,1.0028,1.561,0.582,103.3,50,49.991,49.56,Sag
0.7147,1.0154,1.421,0.052,0.0,50,49.953,49.63,Normal
0.99,1.6578,1.675,2.041,111.9,50,49.996,45.08,Swell
0.691,0.9837,1.424,0.056,0.0,50,50.02,47.05,Normal
0.5922,1.008,1.702,4.023,57.0,50,50.052,45.08,Interruption
0.6618,1.0024,1.515,0.496,78.9,50,50.003,53.44,Sag
0.6727,1.0068,1.497,0.9,56.3,50,49.98,49.01,Sag
0.5778,1.0189,1.763,0.986,123.2,50,50.022,37.3,Sag
0.7087,1.0853,1.531,6.711,0.0,50,50.01,48.4,Harmonics
0.5631,1.01,1.794,4.167,90.6,50,49.989,42.39,Sag
0.6642,1.0211,1.537,4.822,23.3,50,50.022,37.89,Sag
0.709,1.0391,1.465,7.879,0.0,50,50.043,51.56,Harmonics
0.71,2.3065,3.249,0.323,5.0,50,49.97,50.3,Transient
0.671,1.005,1.498,0.699,76.9,50,49.982,46.51,Sag
0.5256,1.0235,1.947,7.095,87.6,50,50.019,35.4,Interruption
0.7119,1.033,1.451,3.496,0.0,50,49.98,35.58,Notch
0.7082,1.0367,1.464,0.254,5.0,50,50.023,54.27,Transient
0.7079,1.0345,1.461,0.103,0.0,50,49.992,42.3,Flicker
0.7099,1.0094,1.422,0.041,0.0,50,50.003,51.36,Normal
0.698,1.0158,1.455,0.271,0.0,50,49.987,35.22,Normal
0.6135,1.016,1.656,2.313,73.8,50,49.994,38.4,Sag
0.709,1.0462,1.476,6.595,0.0,50,49.972,46.22,Harmonics
0.709,1.0093,1.424,0.05,0.0,50,49.997,48.32,Normal
0.2871,1.0047,3.5,27.755,167.0,50,49.977,35.78,Interruption
0.713,1.0159,1.425,0.061,0.0,50,49.995,48.44,Normal
0.7077,1.0032,1.418,1.596,0.0,50,49.995,54.0,Notch
0.7056,1.0165,1.441,0.131,0.0,50,49.978,39.08,Normal
0.7174,1.0201,1.422,0.053,0.0,50,50.006,48.05,Normal
0.7021,1.0012,1.426,0.088,0.0,50,50.019,43.91,Normal
0.7089,1.0422,1.47,6.747,0.0,50,49.974,43.33,Harmonics
0.7077,1.0029,1.417,4.802,0.0,50,50.017,44.18,Harmonics
0.7082,1.0167,1.436,5.892,0.0,50,50.03,36.98,Harmonics
0.7103,1.1008,1.55,9.748,0.0,50,50.022,41.48,Harmonics
0.709,1.8415,2.597,0.385,5.0,50,50.006,40.86,Transient
0.2818,1.0016,3.555,8.843,165.3,50,49.979,47.29,Interruption
0.921,1.4168,1.538,0.209,140.4,50,50.034,49.44,Swell
0.7079,1.0123,1.43,0.457,5.0,50,49.99,45.84,Transient
0.7144,1.0325,1.445,0.187,0.0,50,50.001,38.2,Normal
0.59,1.0077,1.708,3.259,60.5,50,49.977,43.11,Interruption
0.6541,1.0057,1.537,0.083,139.4,50,50.025,44.71,Sag
0.7079,1.092,1.543,0.514,5.0,50,50.005,52.29,Transient
0.7087,1.0168,1.435,0.222,0.0,50,50.03,38.01,Normal
0.7122,1.0794,1.516,0.159,0.0,50,49.996,38.44,Flicker
0.7078,0.994,1.404,4.45,0.0,50,50.002,40.84,Harmonics
0.6974,1.0032,1.439,0.177,0.0,50,49.999,39.37,Normal
0.4069,1.0038,2.467,1.795,149.6,50,49.984,43.95,Sag
0.7069,1.2585,1.78,0.238,5.0,50,50.025,39.58,Transient
0.7154,1.0156,1.42,0.024,0.0,50,49.97,54.48,Normal
0.7033,1.0094,1.435,0.088,0.0,50,50.011,40.43,Normal
0.7139,1.0621,1.488,0.078,0.0,50,50.025,45.85,Flicker
0.7046,1.0214,1.45,0.211,0.0,50,49.976,36.57,Normal
0.7077,1.0048,1.42,0.045,0.0,50,50.019,51.26,Normal
0.7105,1.0506,1.479,9.478,0.0,50,49.979,45.9,Harmonics
0.5382,1.0036,1.865,3.564,91.0,50,49.982,48.84,Sag
0.7086,0.9993,1.41,7.015,0.0,50,50.026,47.77,Harmonics
0.7077,1.3915,1.966,0.937,5.0,50,50.012,51.87,Transient
1.1514,1.7581,1.527,0.517,157.7,50,50.006,51.07,Swell
0.7085,1.0128,1.429,2.491,0.0,50,49.972,43.27,Notch
0.7059,1.0082,1.428,0.083,0.0,50,50.011,43.76,Normal
0.5154,1.0048,1.949,4.142,100.9,50,50.016,43.43,Sag
0.4259,1.0134,2.379,13.332,127.9,50,50.024,38.26,Interruption
0.385,1.0035,2.607,15.315,140.0,50,49.983,44.36,Interruption
0.7014,0.9993,1.425,0.074,0.0,50,50.016,46.33,Normal
0.6506,1.0141,1.559,3.596,33.8,50,49.977,39.52,Sag
0.6402,1.015,1.585,5.216,38.1,50,50.009,41.36,Sag
0.7087,1.0167,1.435,1.5,0.0,50,49.948,37.84,Notch
0.7096,1.7981,2.534,1.264,5.0,50,50.011,36.82,Transient
0.5494,1.0027,1.825,3.523,82.8,50,49.976,51.2,Sag
0.7172,1.0185,1.42,0.04,0.0,50,49.996,49.96,Normal
0.9592,1.5809,1.648,0.519,121.3,50,50.019,35.18,Swell
0.7088,1.272,1.794,0.444,5.0,50,49.994,38.61,Transient
0.6613,1.0036,1.518,0.583,91.9,50,50.006,52.32,Sag
0.7071,1.0146,1.435,0.936,5.0,50,49.995,39.52,Transient
0.7079,1.0236,1.446,4.647,0.0,50,50.005,49.15,Harmonics
0.8193,1.2778,1.56,0.544,107.9,50,49.974,53.67,Swell
0.8053,1.5101,1.875,1.286,49.2,50,49.979,39.23,Swell
0.7098,1.0657,1.502,0.042,0.0,50,50.018,51.19,Flicker
0.7117,1.8586,2.611,0.519,5.0,50,50.008,41.18,Transient
0.7079,1.0155,1.434,5.013,0.0,50,49.998,54.34,Harmonics
0.7121,1.0118,1.421,0.044,0.0,50,49.93,50.19,Normal
0.7829,1.4501,1.852,1.087,41.5,50,49.975,39.47,Swell
0.5815,1.0006,1.721,0.304,154.6,50,49.985,54.45,Sag
0.7633,1.282,1.68,0.612,60.1,50,50.016,35.08,Swell
0.7082,1.0206,1.441,1.373,5.0,50,50.018,36.86,Transient
0.3661,1.0042,2.743,5.458,147.5,50,49.966,40.46,Sag
